term1,term2,count
function,cycle,0
function,current,0
function,arc,1
function,vacuum,0
function,bubble,0
function,temperature,0
function,copper,0
function,power,1
function,map,0
function,n star,0
function,url,0
function,filter,0
function,cs,0
function,ethane,0
function,ratio,1
function,me star,0
function,source,1
function,lithium,0
function,coupling,0
function,w-,0
function,tin,1
function,oxygen,0
function,glass,0
function,comparison,1
function,pressure,1
function,water,0
function,graph,1
function,sodium,1
function,unit,0
function,methane,0
function,position,0
function,potassium,0
function,mass,0
function,origin,0
function,f star,1
function,error,0
function,spectroscopy,0
function,design,0
function,g star,0
function,gas,0
function,flux,0
function,microwave,0
function,caesium,0
function,nitrogen,0
function,s star,0
function,volatile,0
function,intensity,0
function,interaction,0
function,iron,0
function,time,0
function,boron,0
function,age,0
tin,o star,1
tin,ring,23
tin,ammonia,11
tin,bromine,17
tin,ion,43
tin,carbon,13
tin,electron,1
tin,palladium,2
tin,proton,3
tin,of star,10
tin,period,1
tin,testing,1
tin,magnesium,3
tin,ray,18
tin,analysis,4
tin,system,0
tin,spectrum,8
tin,he i,2
tin,argon,6
tin,red star,6
tin,evaporation,1
tin,formation,2
tin,air,2
tin,cycle,0
tin,current,1
tin,arc,24
tin,vacuum,1
tin,bubble,0
tin,temperature,21
tin,copper,1
tin,power,43
tin,map,0
tin,n star,1
tin,url,0
tin,filter,24
tin,cs,12
tin,ethane,11
tin,ratio,15
tin,me star,1
tin,source,43
tin,lithium,0
tin,coupling,10
tin,w-,0
tin,function,1
tin,oxygen,1
tin,glass,1
tin,comparison,2
tin,pressure,22
tin,water,8
tin,graph,20
tin,sodium,19
tin,unit,1
tin,methane,11
tin,position,4
tin,potassium,5
tin,mass,1
tin,origin,1
tin,f star,10
tin,error,1
tin,spectroscopy,1
tin,design,0
tin,g star,1
tin,gas,8
tin,flux,5
tin,microwave,7
tin,caesium,1
tin,nitrogen,2
tin,s star,1
tin,volatile,2
tin,intensity,1
tin,interaction,1
tin,iron,1
tin,time,6
tin,boron,16
tin,age,4
oxygen,o star,0
oxygen,ring,0
oxygen,ammonia,0
oxygen,bromine,0
oxygen,ion,1
oxygen,carbon,0
oxygen,electron,0
oxygen,palladium,1
oxygen,proton,0
oxygen,of star,1
oxygen,period,0
oxygen,testing,0
oxygen,magnesium,0
oxygen,ray,0
oxygen,analysis,0
oxygen,system,0
oxygen,spectrum,0
oxygen,he i,0
oxygen,argon,0
oxygen,red star,0
oxygen,evaporation,0
oxygen,formation,0
oxygen,air,0
oxygen,cycle,0
oxygen,current,0
oxygen,arc,1
oxygen,vacuum,0
oxygen,bubble,0
oxygen,temperature,1
oxygen,copper,0
oxygen,power,1
oxygen,map,0
oxygen,n star,0
oxygen,url,0
oxygen,filter,0
oxygen,cs,0
oxygen,ethane,0
oxygen,ratio,0
oxygen,me star,0
oxygen,source,1
oxygen,lithium,0
oxygen,coupling,0
oxygen,w-,0
oxygen,function,0
oxygen,tin,1
oxygen,glass,0
oxygen,comparison,0
oxygen,pressure,1
oxygen,water,0
oxygen,graph,0
oxygen,sodium,0
oxygen,unit,0
oxygen,methane,0
oxygen,position,0
oxygen,potassium,0
oxygen,mass,0
oxygen,origin,0
oxygen,f star,1
oxygen,error,0
oxygen,spectroscopy,0
oxygen,design,0
oxygen,g star,0
oxygen,gas,0
oxygen,flux,0
oxygen,microwave,0
oxygen,caesium,0
oxygen,nitrogen,1
oxygen,s star,0
oxygen,volatile,0
oxygen,intensity,0
oxygen,interaction,0
oxygen,iron,0
oxygen,time,0
oxygen,boron,1
oxygen,age,0
glass,o star,0
glass,ring,1
glass,ammonia,0
glass,bromine,1
glass,ion,1
glass,carbon,0
glass,electron,0
glass,palladium,0
glass,proton,0
glass,of star,0
glass,period,0
glass,testing,0
glass,magnesium,0
glass,ray,1
glass,analysis,0
glass,system,0
glass,spectrum,0
glass,he i,0
glass,argon,0
glass,red star,0
glass,evaporation,0
glass,formation,0
glass,air,1
glass,cycle,0
glass,current,0
glass,arc,0
glass,vacuum,1
glass,bubble,0
glass,temperature,1
glass,copper,0
glass,power,1
glass,map,0
glass,n star,0
glass,url,0
glass,filter,1
glass,cs,0
glass,ethane,0
glass,ratio,0
glass,me star,0
glass,source,1
glass,lithium,0
glass,coupling,0
glass,w-,0
glass,function,0
glass,tin,1
glass,oxygen,0
glass,comparison,0
glass,pressure,1
glass,water,1
glass,graph,0
glass,sodium,0
glass,unit,0
glass,methane,0
glass,position,1
glass,potassium,0
glass,mass,0
glass,origin,0
glass,f star,0
glass,error,0
glass,spectroscopy,0
glass,design,0
glass,g star,0
glass,gas,0
glass,flux,0
glass,microwave,0
glass,caesium,0
glass,nitrogen,0
glass,s star,0
glass,volatile,0
glass,intensity,0
glass,interaction,0
glass,iron,0
glass,time,0
glass,boron,0
glass,age,1
comparison,o star,0
comparison,ring,2
comparison,ammonia,0
comparison,bromine,2
comparison,ion,2
comparison,carbon,0
comparison,electron,0
comparison,palladium,0
comparison,proton,0
comparison,of star,2
comparison,period,0
comparison,testing,0
comparison,magnesium,0
comparison,ray,0
comparison,analysis,1
comparison,system,0
comparison,spectrum,1
comparison,he i,0
comparison,argon,0
comparison,red star,0
comparison,evaporation,1
comparison,formation,0
comparison,air,0
comparison,cycle,0
comparison,current,0
comparison,arc,1
comparison,vacuum,0
comparison,bubble,0
comparison,temperature,0
comparison,copper,0
comparison,power,2
comparison,map,0
comparison,n star,0
comparison,url,0
comparison,filter,0
comparison,cs,0
comparison,ethane,0
comparison,ratio,2
comparison,me star,0
comparison,source,2
comparison,lithium,0
comparison,coupling,0
comparison,w-,0
comparison,function,1
comparison,tin,2
comparison,oxygen,0
comparison,glass,0
comparison,pressure,2
comparison,water,1
comparison,graph,2
comparison,sodium,2
comparison,unit,0
comparison,methane,0
comparison,position,0
comparison,potassium,0
comparison,mass,0
comparison,origin,0
comparison,f star,2
comparison,error,0
comparison,spectroscopy,0
comparison,design,0
comparison,g star,0
comparison,gas,0
comparison,flux,0
comparison,microwave,0
comparison,caesium,0
comparison,nitrogen,0
comparison,s star,0
comparison,volatile,0
comparison,intensity,0
comparison,interaction,0
comparison,iron,0
comparison,time,0
comparison,boron,0
comparison,age,0
pressure,o star,1
pressure,ring,7
pressure,ammonia,22
pressure,bromine,8
pressure,ion,40
pressure,carbon,19
pressure,electron,0
pressure,palladium,2
pressure,proton,2
pressure,of star,9
pressure,period,0
pressure,testing,0
pressure,magnesium,0
pressure,ray,2
pressure,analysis,4
pressure,system,0
pressure,spectrum,9
pressure,he i,2
pressure,argon,4
pressure,red star,5
pressure,evaporation,1
pressure,formation,2
pressure,air,1
pressure,cycle,1
pressure,current,2
pressure,arc,23
pressure,vacuum,1
pressure,bubble,0
pressure,temperature,5
pressure,copper,1
pressure,power,40
pressure,map,0
pressure,n star,0
pressure,url,0
pressure,filter,26
pressure,cs,0
pressure,ethane,23
pressure,ratio,17
pressure,me star,1
pressure,source,40
pressure,lithium,0
pressure,coupling,7
pressure,w-,0
pressure,function,1
pressure,tin,22
pressure,oxygen,1
pressure,glass,1
pressure,comparison,2
pressure,water,8
pressure,graph,35
pressure,sodium,6
pressure,unit,0
pressure,methane,23
pressure,position,4
pressure,potassium,13
pressure,mass,0
pressure,origin,0
pressure,f star,9
pressure,error,0
pressure,spectroscopy,1
pressure,design,1
pressure,g star,0
pressure,gas,14
pressure,flux,0
pressure,microwave,13
pressure,caesium,1
pressure,nitrogen,3
pressure,s star,1
pressure,volatile,2
pressure,intensity,1
pressure,interaction,1
pressure,iron,1
pressure,time,1
pressure,boron,27
pressure,age,2
water,o star,0
water,ring,7
water,ammonia,1
water,bromine,7
water,ion,15
water,carbon,5
water,electron,0
water,palladium,1
water,proton,0
water,of star,3
water,period,1
water,testing,0
water,magnesium,2
water,ray,4
water,analysis,1
water,system,2
water,spectrum,2
water,he i,2
water,argon,3
water,red star,1
water,evaporation,1
water,formation,0
water,air,1
water,cycle,1
water,current,0
water,arc,6
water,vacuum,1
water,bubble,0
water,temperature,5
water,copper,0
water,power,15
water,map,1
water,n star,1
water,url,1
water,filter,5
water,cs,1
water,ethane,2
water,ratio,2
water,me star,0
water,source,15
water,lithium,1
water,coupling,4
water,w-,0
water,function,0
water,tin,8
water,oxygen,0
water,glass,1
water,comparison,1
water,pressure,8
water,graph,5
water,sodium,6
water,unit,0
water,methane,2
water,position,3
water,potassium,3
water,mass,1
water,origin,1
water,f star,3
water,error,0
water,spectroscopy,0
water,design,1
water,g star,0
water,gas,5
water,flux,4
water,microwave,0
water,caesium,0
water,nitrogen,2
water,s star,0
water,volatile,0
water,intensity,0
water,interaction,0
water,iron,0
water,time,6
water,boron,6
water,age,4
graph,o star,1
graph,ring,8
graph,ammonia,23
graph,bromine,7
graph,ion,39
graph,carbon,20
graph,electron,0
graph,palladium,2
graph,proton,3
graph,of star,8
graph,period,0
graph,testing,0
graph,magnesium,1
graph,ray,0
graph,analysis,4
graph,system,0
graph,spectrum,9
graph,he i,2
graph,argon,5
graph,red star,5
graph,evaporation,1
graph,formation,3
graph,air,0
graph,cycle,1
graph,current,2
graph,arc,21
graph,vacuum,0
graph,bubble,1
graph,temperature,2
graph,copper,1
graph,power,39
graph,map,1
graph,n star,0
graph,url,1
graph,filter,25
graph,cs,0
graph,ethane,25
graph,ratio,19
graph,me star,1
graph,source,39
graph,lithium,0
graph,coupling,8
graph,w-,0
graph,function,1
graph,tin,20
graph,oxygen,0
graph,glass,0
graph,comparison,2
graph,pressure,35
graph,water,5
graph,sodium,7
graph,unit,0
graph,methane,25
graph,position,2
graph,potassium,14
graph,mass,0
graph,origin,0
graph,f star,8
graph,error,0
graph,spectroscopy,1
graph,design,0
graph,g star,1
graph,gas,14
graph,flux,1
graph,microwave,13
graph,caesium,1
graph,nitrogen,1
graph,s star,1
graph,volatile,2
graph,intensity,1
graph,interaction,1
graph,iron,1
graph,time,2
graph,boron,26
graph,age,0
sodium,o star,0
sodium,ring,16
sodium,ammonia,0
sodium,bromine,17
sodium,ion,22
sodium,carbon,5
sodium,electron,0
sodium,palladium,1
sodium,proton,1
sodium,of star,4
sodium,period,1
sodium,testing,0
sodium,magnesium,4
sodium,ray,12
sodium,analysis,1
sodium,system,0
sodium,spectrum,3
sodium,he i,1
sodium,argon,5
sodium,red star,3
sodium,evaporation,1
sodium,formation,0
sodium,air,0
sodium,cycle,0
sodium,current,2
sodium,arc,10
sodium,vacuum,0
sodium,bubble,0
sodium,temperature,13
sodium,copper,0
sodium,power,22
sodium,map,0
sodium,n star,1
sodium,url,0
sodium,filter,12
sodium,cs,9
sodium,ethane,0
sodium,ratio,4
sodium,me star,0
sodium,source,22
sodium,lithium,1
sodium,coupling,4
sodium,w-,0
sodium,function,1
sodium,tin,19
sodium,oxygen,0
sodium,glass,0
sodium,comparison,2
sodium,pressure,6
sodium,water,6
sodium,graph,7
sodium,unit,1
sodium,methane,0
sodium,position,2
sodium,potassium,0
sodium,mass,1
sodium,origin,1
sodium,f star,4
sodium,error,1
sodium,spectroscopy,0
sodium,design,0
sodium,g star,0
sodium,gas,2
sodium,flux,6
sodium,microwave,1
sodium,caesium,0
sodium,nitrogen,1
sodium,s star,0
sodium,volatile,0
sodium,intensity,0
sodium,interaction,0
sodium,iron,0
sodium,time,7
sodium,boron,2
sodium,age,2
unit,o star,0
unit,ring,1
unit,ammonia,0
unit,bromine,1
unit,ion,1
unit,carbon,0
unit,electron,0
unit,palladium,0
unit,proton,0
unit,of star,0
unit,period,0
unit,testing,0
unit,magnesium,0
unit,ray,1
unit,analysis,0
unit,system,0
unit,spectrum,0
unit,he i,0
unit,argon,0
unit,red star,0
unit,evaporation,0
unit,formation,0
unit,air,0
unit,cycle,0
unit,current,0
unit,arc,1
unit,vacuum,0
unit,bubble,0
unit,temperature,1
unit,copper,0
unit,power,1
unit,map,0
unit,n star,0
unit,url,0
unit,filter,1
unit,cs,1
unit,ethane,0
unit,ratio,0
unit,me star,0
unit,source,1
unit,lithium,0
unit,coupling,1
unit,w-,0
unit,function,0
unit,tin,1
unit,oxygen,0
unit,glass,0
unit,comparison,0
unit,pressure,0
unit,water,0
unit,graph,0
unit,sodium,1
unit,methane,0
unit,position,0
unit,potassium,0
unit,mass,0
unit,origin,0
unit,f star,0
unit,error,1
unit,spectroscopy,0
unit,design,0
unit,g star,0
unit,gas,0
unit,flux,0
unit,microwave,0
unit,caesium,0
unit,nitrogen,0
unit,s star,0
unit,volatile,0
unit,intensity,0
unit,interaction,0
unit,iron,0
unit,time,0
unit,boron,0
unit,age,0
methane,o star,1
methane,ring,3
methane,ammonia,23
methane,bromine,0
methane,ion,25
methane,carbon,15
methane,electron,0
methane,palladium,1
methane,proton,1
methane,of star,4
methane,period,0
methane,testing,0
methane,magnesium,1
methane,ray,0
methane,analysis,3
methane,system,0
methane,spectrum,4
methane,he i,2
methane,argon,2
methane,red star,3
methane,evaporation,0
methane,formation,0
methane,air,0
methane,cycle,1
methane,current,0
methane,arc,12
methane,vacuum,0
methane,bubble,0
methane,temperature,1
methane,copper,1
methane,power,25
methane,map,1
methane,n star,0
methane,url,1
methane,filter,18
methane,cs,0
methane,ethane,25
methane,ratio,16
methane,me star,1
methane,source,25
methane,lithium,0
methane,coupling,6
methane,w-,0
methane,function,0
methane,tin,11
methane,oxygen,0
methane,glass,0
methane,comparison,0
methane,pressure,23
methane,water,2
methane,graph,25
methane,sodium,0
methane,unit,0
methane,position,0
methane,potassium,9
methane,mass,0
methane,origin,0
methane,f star,4
methane,error,0
methane,spectroscopy,1
methane,design,0
methane,g star,1
methane,gas,9
methane,flux,0
methane,microwave,12
methane,caesium,1
methane,nitrogen,1
methane,s star,1
methane,volatile,2
methane,intensity,1
methane,interaction,1
methane,iron,1
methane,time,2
methane,boron,19
methane,age,0
position,o star,0
position,ring,4
position,ammonia,0
position,bromine,2
position,ion,6
position,carbon,4
position,electron,0
position,palladium,0
position,proton,0
position,of star,0
position,period,1
position,testing,0
position,magnesium,1
position,ray,4
position,analysis,0
position,system,0
position,spectrum,1
position,he i,0
position,argon,3
position,red star,0
position,evaporation,0
position,formation,1
position,air,1
position,cycle,0
position,current,0
position,arc,1
position,vacuum,1
position,bubble,0
position,temperature,4
position,copper,0
position,power,6
position,map,0
position,n star,0
position,url,0
position,filter,6
position,cs,1
position,ethane,0
position,ratio,0
position,me star,0
position,source,6
position,lithium,0
position,coupling,0
position,w-,0
position,function,0
position,tin,4
position,oxygen,0
position,glass,1
position,comparison,0
position,pressure,4
position,water,3
position,graph,2
position,sodium,2
position,unit,0
position,methane,0
position,potassium,2
position,mass,0
position,origin,0
position,f star,0
position,error,0
position,spectroscopy,0
position,design,0
position,g star,0
position,gas,2
position,flux,2
position,microwave,0
position,caesium,0
position,nitrogen,0
position,s star,0
position,volatile,0
position,intensity,0
position,interaction,0
position,iron,0
position,time,2
position,boron,2
position,age,3
potassium,o star,0
potassium,ring,5
potassium,ammonia,9
potassium,bromine,0
potassium,ion,20
potassium,carbon,17
potassium,electron,0
potassium,palladium,1
potassium,proton,1
potassium,of star,1
potassium,period,0
potassium,testing,0
potassium,magnesium,0
potassium,ray,2
potassium,analysis,0
potassium,system,2
potassium,spectrum,5
potassium,he i,2
potassium,argon,4
potassium,red star,0
potassium,evaporation,0
potassium,formation,3
potassium,air,1
potassium,cycle,1
potassium,current,0
potassium,arc,14
potassium,vacuum,0
potassium,bubble,1
potassium,temperature,2
potassium,copper,0
potassium,power,20
potassium,map,0
potassium,n star,0
potassium,url,0
potassium,filter,16
potassium,cs,2
potassium,ethane,9
potassium,ratio,6
potassium,me star,0
potassium,source,20
potassium,lithium,0
potassium,coupling,11
potassium,w-,0
potassium,function,0
potassium,tin,5
potassium,oxygen,0
potassium,glass,0
potassium,comparison,0
potassium,pressure,13
potassium,water,3
potassium,graph,14
potassium,sodium,0
potassium,unit,0
potassium,methane,9
potassium,position,2
potassium,mass,0
potassium,origin,0
potassium,f star,1
potassium,error,0
potassium,spectroscopy,0
potassium,design,0
potassium,g star,0
potassium,gas,19
potassium,flux,3
potassium,microwave,3
potassium,caesium,0
potassium,nitrogen,0
potassium,s star,0
potassium,volatile,0
potassium,intensity,0
potassium,interaction,1
potassium,iron,1
potassium,time,0
potassium,boron,20
potassium,age,0
mass,o star,0
mass,ring,1
mass,ammonia,0
mass,bromine,1
mass,ion,1
mass,carbon,0
mass,electron,0
mass,palladium,0
mass,proton,0
mass,of star,0
mass,period,0
mass,testing,0
mass,magnesium,0
mass,ray,1
mass,analysis,0
mass,system,0
mass,spectrum,0
mass,he i,1
mass,argon,0
mass,red star,0
mass,evaporation,0
mass,formation,0
mass,air,0
mass,cycle,0
mass,current,0
mass,arc,1
mass,vacuum,0
mass,bubble,0
mass,temperature,1
mass,copper,0
mass,power,1
mass,map,0
mass,n star,1
mass,url,0
mass,filter,0
mass,cs,1
mass,ethane,0
mass,ratio,0
mass,me star,0
mass,source,1
mass,lithium,0
mass,coupling,0
mass,w-,0
mass,function,0
mass,tin,1
mass,oxygen,0
mass,glass,0
mass,comparison,0
mass,pressure,0
mass,water,1
mass,graph,0
mass,sodium,1
mass,unit,0
mass,methane,0
mass,position,0
mass,potassium,0
mass,origin,1
mass,f star,0
mass,error,0
mass,spectroscopy,0
mass,design,0
mass,g star,0
mass,gas,0
mass,flux,0
mass,microwave,0
mass,caesium,0
mass,nitrogen,0
mass,s star,0
mass,volatile,0
mass,intensity,0
mass,interaction,0
mass,iron,0
mass,time,1
mass,boron,0
mass,age,1
origin,o star,0
origin,ring,1
origin,ammonia,0
origin,bromine,1
origin,ion,1
origin,carbon,0
origin,electron,0
origin,palladium,0
origin,proton,0
origin,of star,0
origin,period,0
origin,testing,0
origin,magnesium,0
origin,ray,1
origin,analysis,0
origin,system,0
origin,spectrum,0
origin,he i,1
origin,argon,0
origin,red star,0
origin,evaporation,0
origin,formation,0
origin,air,0
origin,cycle,0
origin,current,0
origin,arc,1
origin,vacuum,0
origin,bubble,0
origin,temperature,1
origin,copper,0
origin,power,1
origin,map,0
origin,n star,1
origin,url,0
origin,filter,0
origin,cs,1
origin,ethane,0
origin,ratio,0
origin,me star,0
origin,source,1
origin,lithium,0
origin,coupling,0
origin,w-,0
origin,function,0
origin,tin,1
origin,oxygen,0
origin,glass,0
origin,comparison,0
origin,pressure,0
origin,water,1
origin,graph,0
origin,sodium,1
origin,unit,0
origin,methane,0
origin,position,0
origin,potassium,0
origin,mass,1
origin,f star,0
origin,error,0
origin,spectroscopy,0
origin,design,0
origin,g star,0
origin,gas,0
origin,flux,0
origin,microwave,0
origin,caesium,0
origin,nitrogen,0
origin,s star,0
origin,volatile,0
origin,intensity,0
origin,interaction,0
origin,iron,0
origin,time,1
origin,boron,0
origin,age,1
f star,o star,1
f star,ring,4
f star,ammonia,3
f star,bromine,3
f star,ion,10
f star,carbon,3
f star,electron,0
f star,palladium,2
f star,proton,1
f star,of star,10
f star,period,0
f star,testing,0
f star,magnesium,0
f star,ray,0
f star,analysis,3
f star,system,0
f star,spectrum,4
f star,he i,0
f star,argon,1
f star,red star,3
f star,evaporation,1
f star,formation,0
f star,air,0
f star,cycle,0
f star,current,0
f star,arc,9
f star,vacuum,0
f star,bubble,0
f star,temperature,1
f star,copper,1
f star,power,10
f star,map,0
f star,n star,0
f star,url,0
f star,filter,1
f star,cs,0
f star,ethane,4
f star,ratio,4
f star,me star,0
f star,source,10
f star,lithium,0
f star,coupling,2
f star,w-,0
f star,function,1
f star,tin,10
f star,oxygen,1
f star,glass,0
f star,comparison,2
f star,pressure,9
f star,water,3
f star,graph,8
f star,sodium,4
f star,unit,0
f star,methane,4
f star,position,0
f star,potassium,1
f star,mass,0
f star,origin,0
f star,error,0
f star,spectroscopy,1
f star,design,0
f star,g star,0
f star,gas,3
f star,flux,1
f star,microwave,0
f star,caesium,1
f star,nitrogen,2
f star,s star,1
f star,volatile,1
f star,intensity,1
f star,interaction,1
f star,iron,1
f star,time,0
f star,boron,5
f star,age,0
error,o star,0
error,ring,1
error,ammonia,0
error,bromine,1
error,ion,1
error,carbon,0
error,electron,0
error,palladium,0
error,proton,0
error,of star,0
error,period,0
error,testing,0
error,magnesium,0
error,ray,1
error,analysis,0
error,system,0
error,spectrum,0
error,he i,0
error,argon,0
error,red star,0
error,evaporation,0
error,formation,0
error,air,0
error,cycle,0
error,current,0
error,arc,1
error,vacuum,0
error,bubble,0
error,temperature,1
error,copper,0
error,power,1
error,map,0
error,n star,0
error,url,0
error,filter,1
error,cs,1
error,ethane,0
error,ratio,0
error,me star,0
error,source,1
error,lithium,0
error,coupling,1
error,w-,0
error,function,0
error,tin,1
error,oxygen,0
error,glass,0
error,comparison,0
error,pressure,0
error,water,0
error,graph,0
error,sodium,1
error,unit,1
error,methane,0
error,position,0
error,potassium,0
error,mass,0
error,origin,0
error,f star,0
error,spectroscopy,0
error,design,0
error,g star,0
error,gas,0
error,flux,0
error,microwave,0
error,caesium,0
error,nitrogen,0
error,s star,0
error,volatile,0
error,intensity,0
error,interaction,0
error,iron,0
error,time,0
error,boron,0
error,age,0
spectroscopy,o star,0
spectroscopy,ring,1
spectroscopy,ammonia,0
spectroscopy,bromine,0
spectroscopy,ion,1
spectroscopy,carbon,1
spectroscopy,electron,0
spectroscopy,palladium,1
spectroscopy,proton,0
spectroscopy,of star,1
spectroscopy,period,0
spectroscopy,testing,0
spectroscopy,magnesium,0
spectroscopy,ray,0
spectroscopy,analysis,1
spectroscopy,system,0
spectroscopy,spectrum,0
spectroscopy,he i,0
spectroscopy,argon,0
spectroscopy,red star,0
spectroscopy,evaporation,0
spectroscopy,formation,0
spectroscopy,air,0
spectroscopy,cycle,0
spectroscopy,current,0
spectroscopy,arc,1
spectroscopy,vacuum,0
spectroscopy,bubble,0
spectroscopy,temperature,0
spectroscopy,copper,1
spectroscopy,power,1
spectroscopy,map,0
spectroscopy,n star,0
spectroscopy,url,0
spectroscopy,filter,0
spectroscopy,cs,0
spectroscopy,ethane,1
spectroscopy,ratio,0
spectroscopy,me star,0
spectroscopy,source,1
spectroscopy,lithium,0
spectroscopy,coupling,1
spectroscopy,w-,0
spectroscopy,function,0
spectroscopy,tin,1
spectroscopy,oxygen,0
spectroscopy,glass,0
spectroscopy,comparison,0
spectroscopy,pressure,1
spectroscopy,water,0
spectroscopy,graph,1
spectroscopy,sodium,0
spectroscopy,unit,0
spectroscopy,methane,1
spectroscopy,position,0
spectroscopy,potassium,0
spectroscopy,mass,0
spectroscopy,origin,0
spectroscopy,f star,1
spectroscopy,error,0
spectroscopy,design,0
spectroscopy,g star,0
spectroscopy,gas,0
spectroscopy,flux,0
spectroscopy,microwave,0
spectroscopy,caesium,1
spectroscopy,nitrogen,1
spectroscopy,s star,0
spectroscopy,volatile,0
spectroscopy,intensity,0
spectroscopy,interaction,0
spectroscopy,iron,0
spectroscopy,time,0
spectroscopy,boron,1
spectroscopy,age,0
design,o star,0
design,ring,0
design,ammonia,0
design,bromine,0
design,ion,1
design,carbon,0
design,electron,0
design,palladium,0
design,proton,0
design,of star,0
design,period,0
design,testing,0
design,magnesium,0
design,ray,0
design,analysis,0
design,system,0
design,spectrum,0
design,he i,0
design,argon,0
design,red star,0
design,evaporation,0
design,formation,0
design,air,0
design,cycle,0
design,current,0
design,arc,0
design,vacuum,0
design,bubble,0
design,temperature,0
design,copper,0
design,power,1
design,map,0
design,n star,0
design,url,0
design,filter,0
design,cs,0
design,ethane,0
design,ratio,0
design,me star,0
design,source,1
design,lithium,0
design,coupling,0
design,w-,0
design,function,0
design,tin,0
design,oxygen,0
design,glass,0
design,comparison,0
design,pressure,1
design,water,1
design,graph,0
design,sodium,0
design,unit,0
design,methane,0
design,position,0
design,potassium,0
design,mass,0
design,origin,0
design,f star,0
design,error,0
design,spectroscopy,0
design,g star,0
design,gas,0
design,flux,0
design,microwave,0
design,caesium,0
design,nitrogen,1
design,s star,0
design,volatile,0
design,intensity,0
design,interaction,0
design,iron,0
design,time,1
design,boron,0
design,age,0
g star,o star,0
g star,ring,0
g star,ammonia,1
g star,bromine,0
g star,ion,1
g star,carbon,0
g star,electron,0
g star,palladium,0
g star,proton,0
g star,of star,0
g star,period,0
g star,testing,0
g star,magnesium,0
g star,ray,0
g star,analysis,0
g star,system,0
g star,spectrum,0
g star,he i,0
g star,argon,0
g star,red star,0
g star,evaporation,0
g star,formation,0
g star,air,0
g star,cycle,0
g star,current,0
g star,arc,0
g star,vacuum,0
g star,bubble,0
g star,temperature,0
g star,copper,0
g star,power,1
g star,map,0
g star,n star,0
g star,url,0
g star,filter,0
g star,cs,0
g star,ethane,1
g star,ratio,1
g star,me star,0
g star,source,1
g star,lithium,0
g star,coupling,0
g star,w-,0
g star,function,0
g star,tin,1
g star,oxygen,0
g star,glass,0
g star,comparison,0
g star,pressure,0
g star,water,0
g star,graph,1
g star,sodium,0
g star,unit,0
g star,methane,1
g star,position,0
g star,potassium,0
g star,mass,0
g star,origin,0
g star,f star,0
g star,error,0
g star,spectroscopy,0
g star,design,0
g star,gas,0
g star,flux,0
g star,microwave,0
g star,caesium,0
g star,nitrogen,0
g star,s star,0
g star,volatile,0
g star,intensity,0
g star,interaction,0
g star,iron,0
g star,time,1
g star,boron,0
g star,age,0
gas,o star,0
gas,ring,5
gas,ammonia,9
gas,bromine,1
gas,ion,23
gas,carbon,20
gas,electron,0
gas,palladium,1
gas,proton,1
gas,of star,3
gas,period,0
gas,testing,1
gas,magnesium,0
gas,ray,3
gas,analysis,0
gas,system,2
gas,spectrum,6
gas,he i,2
gas,argon,6
gas,red star,1
gas,evaporation,0
gas,formation,2
gas,air,1
gas,cycle,1
gas,current,0
gas,arc,16
gas,vacuum,0
gas,bubble,0
gas,temperature,2
gas,copper,0
gas,power,23
gas,map,0
gas,n star,0
gas,url,0
gas,filter,15
gas,cs,2
gas,ethane,9
gas,ratio,7
gas,me star,0
gas,source,23
gas,lithium,0
gas,coupling,12
gas,w-,0
gas,function,0
gas,tin,8
gas,oxygen,0
gas,glass,0
gas,comparison,0
gas,pressure,14
gas,water,5
gas,graph,14
gas,sodium,2
gas,unit,0
gas,methane,9
gas,position,2
gas,potassium,19
gas,mass,0
gas,origin,0
gas,f star,3
gas,error,0
gas,spectroscopy,0
gas,design,0
gas,g star,0
gas,flux,4
gas,microwave,4
gas,caesium,0
gas,nitrogen,1
gas,s star,0
gas,volatile,0
gas,intensity,0
gas,interaction,1
gas,iron,1
gas,time,1
gas,boron,23
gas,age,0
flux,o star,0
flux,ring,5
flux,ammonia,0
flux,bromine,1
flux,ion,9
flux,carbon,5
flux,electron,0
flux,palladium,2
flux,proton,0
flux,of star,1
flux,period,1
flux,testing,0
flux,magnesium,3
flux,ray,4
flux,analysis,0
flux,system,2
flux,spectrum,1
flux,he i,0
flux,argon,6
flux,red star,1
flux,evaporation,0
flux,formation,1
flux,air,0
flux,cycle,0
flux,current,0
flux,arc,3
flux,vacuum,0
flux,bubble,1
flux,temperature,4
flux,copper,0
flux,power,9
flux,map,0
flux,n star,0
flux,url,0
flux,filter,5
flux,cs,3
flux,ethane,0
flux,ratio,0
flux,me star,0
flux,source,9
flux,lithium,0
flux,coupling,3
flux,w-,0
flux,function,0
flux,tin,5
flux,oxygen,0
flux,glass,0
flux,comparison,0
flux,pressure,0
flux,water,4
flux,graph,1
flux,sodium,6
flux,unit,0
flux,methane,0
flux,position,2
flux,potassium,3
flux,mass,0
flux,origin,0
flux,f star,1
flux,error,0
flux,spectroscopy,0
flux,design,0
flux,g star,0
flux,gas,4
flux,microwave,0
flux,caesium,0
flux,nitrogen,1
flux,s star,0
flux,volatile,0
flux,intensity,0
flux,interaction,0
flux,iron,0
flux,time,5
flux,boron,5
flux,age,1
microwave,o star,0
microwave,ring,3
microwave,ammonia,12
microwave,bromine,1
microwave,ion,18
microwave,carbon,9
